Polygons,Generation,bestMSE,currentMSE
250,1,17512.778287037036,17516.075185185186
250,2,17512.778287037036,17515.81462962963
250,3,17512.778287037036,17515.37898148148
250,4,17512.778287037036,17515.37898148148
250,5,17510.553541666668,17510.553541666668
250,6,17510.553541666668,17511.621805555555
250,7,17510.553541666668,17541.524652777778
250,8,17510.553541666668,17541.528703703705
250,9,17510.553541666668,17524.40363425926
250,10,17510.553541666668,17524.23835648148
250,11,17510.553541666668,17539.672592592593
250,12,17449.59766203704,17449.59766203704
250,13,17449.15925925926,17449.15925925926
250,14,17449.15925925926,17449.76622685185
250,15,17449.15925925926,17449.641296296297
250,16,17448.192662037036,17448.192662037036
250,17,17448.192662037036,17451.97465277778
250,18,17448.192662037036,17449.201643518518
250,19,17443.05949074074,17443.05949074074
250,20,17442.441875,17442.441875
250,21,17442.441875,17442.441875
250,22,17442.441875,17442.501805555556
250,23,16989.781828703704,16989.781828703704
250,24,16989.781828703704,16989.856805555555
250,25,16970.500925925928,16970.500925925928
250,26,16970.500925925928,16970.609189814815
250,27,16970.500925925928,16970.52900462963
250,28,16967.274652777778,16967.274652777778
250,29,16967.274652777778,16967.54685185185
250,30,16918.058935185185,16918.058935185185
250,31,16918.05638888889,16918.05638888889
250,32,16916.231342592593,16916.231342592593
250,33,16916.231342592593,16934.556574074075
250,34,16916.231342592593,16934.645300925928
250,35,16916.231342592593,16935.002800925926
250,36,16916.231342592593,16935.002800925926
250,37,16916.231342592593,16935.002800925926
250,38,16916.231342592593,16935.006180555556
250,39,16916.231342592593,16941.106041666666
250,40,16829.93625,16829.93625
250,41,16829.920763888887,16829.920763888887
250,42,16829.920763888887,16829.93159722222
250,43,16588.82476851852,16588.82476851852
250,44,16530.070046296296,16530.070046296296
250,45,16530.070046296296,16551.099050925925
250,46,16530.070046296296,16550.291226851852
250,47,16530.070046296296,16552.168842592593
250,48,16530.070046296296,16552.097453703704
250,49,16530.070046296296,16565.39837962963
250,50,16530.070046296296,16564.85664351852
250,51,16530.070046296296,16564.85664351852
250,52,16530.070046296296,16575.824583333335
250,53,16530.070046296296,16578.814166666667
250,54,16530.070046296296,16578.814166666667
250,55,16530.070046296296,16578.259768518517
250,56,16530.070046296296,16578.023101851853
250,57,16530.070046296296,16577.248356481483
250,58,16530.070046296296,16596.272847222222
250,59,16530.070046296296,16608.328472222223
250,60,16530.070046296296,16607.366550925926
250,61,16530.070046296296,16607.383773148147
250,62,16530.070046296296,16607.383773148147
250,63,16530.070046296296,16607.676342592593
250,64,16530.070046296296,16640.727546296297
250,65,16530.070046296296,16640.888356481482
250,66,16530.070046296296,16640.894884259258
250,67,16530.070046296296,16637.691875
250,68,16530.070046296296,16626.084328703702
250,69,16530.070046296296,17293.675925925927
250,70,16530.070046296296,17296.840625
250,71,16530.070046296296,17322.39736111111
250,72,16530.070046296296,17322.39736111111
250,73,16530.070046296296,17322.282893518517
250,74,16530.070046296296,17323.169953703702
250,75,16530.070046296296,18022.538101851853
250,76,16530.070046296296,18039.301574074074
250,77,16530.070046296296,18022.499907407408
250,78,16530.070046296296,18021.07773148148
250,79,16530.070046296296,18021.051180555554
250,80,16530.070046296296,18147.429953703704
250,81,16530.070046296296,18340.966851851852
250,82,16530.070046296296,18338.228819444445
250,83,16530.070046296296,18348.41074074074
250,84,16530.070046296296,18296.18810185185
250,85,16530.070046296296,18299.174953703703
250,86,16530.070046296296,18298.541643518518
250,87,16530.070046296296,18296.803194444445
250,88,16530.070046296296,18186.046388888888
250,89,16530.070046296296,18189.25724537037
250,90,16530.070046296296,18186.926967592593
250,91,16530.070046296296,18416.388148148148
250,92,16530.070046296296,18412.74090277778
250,93,16530.070046296296,18413.410115740742
250,94,16530.070046296296,18414.708078703705
250,95,16530.070046296296,18406.361203703702
250,96,16530.070046296296,18406.308958333335
250,97,16530.070046296296,18408.443425925925
250,98,16530.070046296296,18689.07039351852
250,99,16530.070046296296,18682.752638888887
250,100,16530.070046296296,18682.74611111111
250,101,16530.070046296296,18682.74611111111
250,102,16530.070046296296,18682.74611111111
250,103,16530.070046296296,18626.348703703705
250,104,16530.070046296296,18626.934398148147
250,105,16530.070046296296,18626.908148148148
250,106,16530.070046296296,18626.74162037037
250,107,16530.070046296296,18617.319722222222
250,108,16530.070046296296,18617.319722222222
250,109,16530.070046296296,18595.667777777777
250,110,16530.070046296296,18594.556666666667
250,111,16530.070046296296,18594.657523148147
250,112,16530.070046296296,18590.97402777778
250,113,16530.070046296296,18590.97402777778
250,114,16530.070046296296,18599.272708333334
250,115,16530.070046296296,18599.339097222222
250,116,16530.070046296296,18716.528425925924
250,117,16530.070046296296,18713.37888888889
250,118,16530.070046296296,18733.33270833333
250,119,16530.070046296296,18733.33270833333
250,120,16530.070046296296,18765.427662037036
250,121,16530.070046296296,18772.055023148147
250,122,16530.070046296296,18766.858703703703
250,123,16530.070046296296,18767.77810185185
250,124,16530.070046296296,18448.78583333333
250,125,16530.070046296296,18448.78583333333
250,126,16530.070046296296,18437.446087962962
250,127,16530.070046296296,18424.133611111112
250,128,16530.070046296296,18426.38863425926
250,129,16530.070046296296,18333.33402777778
250,130,16530.070046296296,18313.151041666668
250,131,16530.070046296296,18302.347314814815
250,132,16530.070046296296,18303.147777777776
250,133,16530.070046296296,18333.825416666667
