Polygons,Generation,bestMSE,currentMSE
250,1,18204.869421296295,18204.869421296295
250,2,18203.96724537037,18203.96724537037
250,3,18203.96539351852,18203.96539351852
250,4,18203.96539351852,18217.741435185184
250,5,18200.270787037036,18200.270787037036
250,6,18200.270787037036,18200.69287037037
250,7,18178.002337962964,18178.002337962964
250,8,18177.99925925926,18177.99925925926
250,9,18175.07835648148,18175.07835648148
250,10,18175.07835648148,18175.079375
250,11,18175.07835648148,18175.094398148147
250,12,18175.07835648148,18175.094398148147
250,13,18175.07835648148,18175.455972222222
250,14,18175.07835648148,18175.16652777778
250,15,18175.064212962963,18175.064212962963
250,16,18175.064212962963,18175.135162037037
250,17,18175.064212962963,18175.135162037037
250,18,17883.720856481483,17883.720856481483
250,19,17861.790046296297,17861.790046296297
250,20,17861.790046296297,17862.855277777777
250,21,17854.250462962962,17854.250462962962
250,22,17854.250462962962,17854.99648148148
250,23,17854.250462962962,17892.167685185184
250,24,17854.250462962962,17891.721203703702
250,25,17854.250462962962,17891.721203703702
250,26,17854.250462962962,17893.090462962962
250,27,17854.250462962962,17895.70175925926
250,28,17854.250462962962,17895.70175925926
250,29,17854.250462962962,17866.290046296297
250,30,17854.250462962962,17866.339953703704
250,31,17738.457199074073,17738.457199074073
250,32,17738.457199074073,17738.457199074073
250,33,16989.069212962964,16989.069212962964
250,34,16989.035578703704,16989.035578703704
250,35,16986.35601851852,16986.35601851852
250,36,16986.35601851852,16987.360046296297
250,37,16986.35601851852,16987.02902777778
250,38,16985.399675925924,16985.399675925924
250,39,16985.399675925924,16985.399675925924
250,40,16976.922569444443,16976.922569444443
250,41,16976.32212962963,16976.32212962963
250,42,16976.32212962963,16979.329189814816
250,43,16976.32212962963,16979.329189814816
250,44,16976.32212962963,16979.908541666668
250,45,16976.32212962963,16979.907962962963
250,46,16976.32212962963,16979.908564814814
250,47,16976.32212962963,16979.90986111111
250,48,16976.32212962963,16979.879861111112
250,49,16976.32212962963,16979.879861111112
250,50,16976.32212962963,16980.705023148148
250,51,16976.32212962963,16980.660625
250,52,16976.32212962963,16980.660625
250,53,16976.32212962963,16980.47090277778
250,54,16976.32212962963,16977.71912037037
250,55,16976.32212962963,16978.653541666667
250,56,16976.32212962963,16978.653541666667
250,57,16976.25085648148,16976.25085648148
250,58,16976.236203703702,16976.236203703702
250,59,16972.99960648148,16972.99960648148
250,60,16972.99960648148,16973.25796296296
250,61,16972.99960648148,16973.280324074072
250,62,16972.99960648148,16973.658356481483
250,63,16972.99960648148,16973.222615740742
250,64,16965.234328703704,16965.234328703704
250,65,16965.234328703704,16965.234328703704
250,66,16965.234328703704,16965.234328703704
250,67,16965.224606481483,16965.224606481483
250,68,16965.224606481483,16965.95136574074
250,69,16965.224606481483,16965.95136574074
250,70,16965.224606481483,16965.94777777778
250,71,16965.224606481483,16965.332592592593
250,72,16961.95425925926,16961.95425925926
250,73,16954.102361111112,16954.102361111112
250,74,16954.102361111112,16954.102361111112
250,75,16954.102361111112,16954.102361111112
250,76,16954.102361111112,16961.063935185186
250,77,16954.102361111112,16961.063935185186
250,78,16954.102361111112,16961.040162037036
250,79,16954.102361111112,16961.186805555557
250,80,16954.102361111112,16961.186805555557
250,81,16954.102361111112,16961.033333333333
250,82,16954.102361111112,16960.879421296297
250,83,16944.049722222222,16944.049722222222
